jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante
22,Gimnastic de Tarragona,Osasuna,2,3
22,Villarreal,Deportivo,0,2
23,Real Madrid,Betis,0,0
23,Zaragoza,Villarreal,1,0
23,Atletico de Bilbao,Getafe,2,0
23,Deportivo,Levante,0,0
23,Espanol,Mallorca,3,1
23,Recreativo de Huelva,Real Sociedad,1,0
23,Osasuna,Celta de Vigo,0,1
23,Santander,Gimnastic de Tarragona,4,1
23,Sevilla,Atletico de Madrid,3,1
23,Valencia,Barcelona,2,1
24,Atletico de Madrid,Real Madrid,1,1
24,Real Sociedad,Deportivo,0,1
24,Barcelona,Atletico de Bilbao,3,0
24,Betis,Recreativo de Huelva,0,0
24,Celta de Vigo,Santander,2,2
24,Getafe,Sevilla,0,0
24,Levante,Zaragoza,0,0
24,Osasuna,Espanol,0,2
24,Gimnastic de Tarragona,Valencia,1,1
24,Villarreal,Mallorca,2,1
25,Sevilla,Barcelona,2,1
25,Valencia,Celta de Vigo,1,0
25,Atletico de Bilbao,Gimnastic de Tarragona,0,2
25,Deportivo,Betis,0,1
25,Espanol,Villarreal,1,1
25,Recreativo de Huelva,Atletico de Madrid,1,0
25,Mallorca,Levante,3,1
25,Santander,Osasuna,1,0
25,Real Madrid,Getafe,1,1
25,Zaragoza,Real Sociedad,3,2
26,Barcelona,Real Madrid,3,3
26,Levante,Villarreal,0,2
26,Atletico de Madrid,Deportivo,2,0
26,Betis,Zaragoza,1,1
26,Celta de Vigo,Atletico de Bilbao,1,1
26,Getafe,Recreativo de Huelva,1,1
26,Osasuna,Valencia,1,1
26,Santander,Espanol,1,1
26,Real Sociedad,Mallorca,3,1
26,Gimnastic de Tarragona,Sevilla,1,0
27,Atletico de Bilbao,Osasuna,0,3
27,Recreativo de Huelva,Barcelona,0,4
27,Mallorca,Betis,2,0
27,Valencia,Santander,0,2
27,Deportivo,Getafe,1,0
27,Espanol,Levante,1,1
27,Real Madrid,Gimnastic de Tarragona,2,0
27,Sevilla,Celta de Vigo,2,0
27,Villarreal,Real Sociedad,1,1
27,Zaragoza,Atletico de Madrid,1,0
28,Barcelona,Deportivo,2,1
28,Betis,Villarreal,3,3
28,Real Sociedad,Levante,1,0
28,Valencia,Espanol,3,2
28,Atletico de Madrid,Mallorca,1,1
28,Celta de Vigo,Real Madrid,1,2
28,Getafe,Zaragoza,2,2
28,Osasuna,Sevilla,0,0
28,Santander,Atletico de Bilbao,5,4
28,Gimnastic de Tarragona,Recreativo de Huelva,1,1
29,Atletico de Bilbao,Valencia,1,0
29,Zaragoza,Barcelona,1,0
29,Deportivo,Gimnastic de Tarragona,1,0
29,Espanol,Real Sociedad,1,0
29,Recreativo de Huelva,Celta de Vigo,4,2
29,Levante,Betis,1,1
29,Mallorca,Getafe,2,0
29,Real Madrid,Osasuna,2,0
29,Sevilla,Santander,0,0
29,Villarreal,Atletico de Madrid,0,1
30,Betis,Real Sociedad,0,1
30,Santander,Real Madrid,2,1
30,Atletico de Bilbao,Espanol,2,1
30,Atletico de Madrid,Levante,1,0
30,Barcelona,Mallorca,1,0
30,Celta de Vigo,Deportivo,1,0
30,Getafe,Villarreal,3,0
30,Osasuna,Recreativo de Huelva,1,1
30,Gimnastic de Tarragona,Zaragoza,1,0
30,Valencia,Sevilla,2,0
31,Real Sociedad,Atletico de Madrid,2,0
31,Real Madrid,Valencia,2,1
31,Deportivo,Osasuna,1,0
31,Espanol,Betis,2,2
31,Recreativo de Huelva,Santander,4,2
31,Levante,Getafe,1,1
31,Mallorca,Gimnastic de Tarragona,1,0
31,Sevilla,Atletico de Bilbao,4,1
31,Villarreal,Barcelona,2,0
31,Zaragoza,Celta de Vigo,2,0
32,Atletico de Madrid,Betis,0,0
32,Valencia,Recreativo de Huelva,2,0
32,Atletico de Bilbao,Real Madrid,1,4
32,Barcelona,Levante,1,0
32,Celta de Vigo,Mallorca,0,3
32,Getafe,Real Sociedad,1,0
32,Osasuna,Zaragoza,2,2
32,Santander,Deportivo,0,0
32,Sevilla,Espanol,3,1
32,Gimnastic de Tarragona,Villarreal,0,3
33,Deportivo,Valencia,1,2
33,Real Sociedad,Barcelona,0,2
33,Betis,Getafe,0,2
33,Espanol,Atletico de Madrid,2,1
33,Recreativo de Huelva,Atletico de Bilbao,0,0
33,Levante,Gimnastic de Tarragona,2,0
33,Mallorca,Osasuna,3,1
33,Real Madrid,Sevilla,3,2
33,Villarreal,Celta de Vigo,1,0
33,Zaragoza,Santander,0,0
34,Real Madrid,Espanol,4,3
34,Sevilla,Recreativo de Huelva,2,1
34,Atletico de Bilbao,Deportivo,1,1
34,Barcelona,Betis,1,1
34,Celta de Vigo,Levante,1,2
34,Getafe,Atletico de Madrid,1,4
34,Osasuna,Villarreal,1,4
34,Santander,Mallorca,0,2
34,Gimnastic de Tarragona,Real Sociedad,1,3
34,Valencia,Zaragoza,2,0
35,Betis,Gimnastic de Tarragona,1,1
35,Mallorca,Valencia,0,1
35,Zaragoza,Atletico de Bilbao,4,3
35,Atletico de Madrid,Barcelona,0,6
35,Deportivo,Sevilla,1,2
35,Espanol,Getafe,1,5
35,Recreativo de Huelva,Real Madrid,2,3
35,Levante,Osasuna,1,4
35,Real Sociedad,Celta de Vigo,3,1
35,Villarreal,Santander,2,1
36,Barcelona,Getafe,1,0
36,Real Madrid,Deportivo,3,1
36,Valencia,Villarreal,2,3
36,Atletico de Bilbao,Mallorca,1,0
36,Celta de Vigo,Betis,2,1
36,Recreativo de Huelva,Espanol,0,1
36,Osasuna,Real Sociedad,2,0
36,Santander,Levante,2,3
36,Sevilla,Zaragoza,3,1
36,Gimnastic de Tarragona,Atletico de Madrid,0,2
37,Atletico de Madrid,Celta de Vigo,2,3
37,Barcelona,Espanol,2,2
37,Betis,Osasuna,0,5
37,Levante,Valencia,4,2
37,Mallorca,Sevilla,0,0
37,Real Sociedad,Santander,0,0
37,Villarreal,Atletico de Bilbao,3,1
37,Zaragoza,Real Madrid,2,2
37,Deportivo,Recreativo de Huelva,2,5
37,Getafe,Gimnastic de Tarragona,0,1
38,Atletico de Bilbao,Levante,2,0
38,Celta de Vigo,Getafe,2,1
38,Espanol,Deportivo,1,3
38,Recreativo de Huelva,Zaragoza,1,1
38,Osasuna,Atletico de Madrid,1,2
38,Santander,Betis,0,2
38,Real Madrid,Mallorca,3,1
38,Sevilla,Villarreal,0,1
38,Gimnastic de Tarragona,Barcelona,1,5
38,Valencia,Real Sociedad,3,3
1,Almeria,Tenerife,0,1
1,Las Palmas,Xerez,0,1
1,Albacete,Ponferradina,2,0
1,Alaves,Elche,1,1
1,Castellon,Castilla,1,1
1,Numancia,Lorca Deportiva,0,0
1,Ciudad de Murcia,Poli Ejido,3,0
1,Cadiz,Vecindario,3,0
1,Hercules,Malaga,0,1
1,Sporting de Gijon,Valladolid,1,3
1,Salamanca,Murcia,3,2
2,Elche,Albacete,1,2
2,Lorca Deportiva,Sporting de Gijon,0,2
2,Castilla,Hercules,0,3
2,Murcia,Almeria,3,2
2,Vecindario,Castellon,4,2
2,Xerez,Ciudad de Murcia,2,0
2,Tenerife,Cadiz,0,1
2,Malaga,Alaves,1,0
2,Poli Ejido,Salamanca,1,0
2,Valladolid,Las Palmas,2,0
2,Ponferradina,Numancia,2,0
3,Albacete,Malaga,2,1
3,Alaves,Castilla,3,1
3,Castellon,Tenerife,2,1
3,Ciudad de Murcia,Valladolid,1,0
3,Poli Ejido,Xerez,0,2
3,Las Palmas,Lorca Deportiva,2,1
3,Numancia,Elche,3,2
3,Cadiz,Murcia,1,1
3,Hercules,Vecindario,1,0
3,Sporting de Gijon,Ponferradina,1,0
3,Salamanca,Almeria,2,0
4,Elche,Sporting de Gijon,1,0
4,Lorca Deportiva,Ciudad de Murcia,1,0
4,Malaga,Numancia,1,2
4,Castilla,Albacete,2,1
4,Ponferradina,Las Palmas,3,0
4,Vecindario,Alaves,0,1
4,Tenerife,Hercules,3,2
4,Murcia,Castellon,2,1
4,Valladolid,Poli Ejido,0,1
4,Almeria,Cadiz,2,1
4,Xerez,Salamanca,5,0
5,Alaves,Tenerife,0,0
5,Hercules,Murcia,0,1
5,Salamanca,Cadiz,2,0
5,Albacete,Vecindario,3,2
5,Castellon,Almeria,1,1
5,Numancia,Castilla,0,1
5,Ciudad de Murcia,Ponferradina,1,1
5,Poli Ejido,Lorca Deportiva,1,1
5,Sporting de Gijon,Malaga,1,3
5,Las Palmas,Elche,2,2
5,Xerez,Valladolid,1,1
6,Cadiz,Castellon,0,2
6,Malaga,Las Palmas,3,1
6,Murcia,Alaves,1,0
6,Vecindario,Numancia,1,5
6,Tenerife,Albacete,1,0
6,Elche,Ciudad de Murcia,1,2
6,Lorca Deportiva,Xerez,2,1
6,Castilla,Sporting de Gijon,0,3
6,Valladolid,Salamanca,2,3
6,Ponferradina,Poli Ejido,2,0
6,Almeria,Hercules,3,0
7,Numancia,Tenerife,0,1
7,Poli Ejido,Elche,2,1
7,Sporting de Gijon,Vecindario,1,0
7,Valladolid,Lorca Deportiva,1,0
7,Albacete,Murcia,0,0
7,Alaves,Almeria,1,0
7,Ciudad de Murcia,Malaga,2,0
7,Hercules,Cadiz,0,1
7,Las Palmas,Castilla,2,1
7,Salamanca,Castellon,1,2
7,Xerez,Ponferradina,3,1
8,Castellon,Hercules,0,0
8,Malaga,Poli Ejido,1,1
8,Castilla,Ciudad de Murcia,2,1
8,Vecindario,Las Palmas,1,0
8,Tenerife,Sporting de Gijon,0,4
8,Cadiz,Alaves,1,1
8,Elche,Xerez,1,1
8,Lorca Deportiva,Salamanca,0,2
8,Murcia,Numancia,3,0
8,Ponferradina,Valladolid,2,2
8,Almeria,Albacete,2,1
9,Alaves,Castellon,2,0
9,Ciudad de Murcia,Vecindario,2,0
9,Lorca Deportiva,Ponferradina,1,0
9,Valladolid,Elche,1,0
9,Las Palmas,Tenerife,0,0
9,Albacete,Cadiz,4,1
9,Numancia,Almeria,1,1
9,Poli Ejido,Castilla,0,0
9,Sporting de Gijon,Murcia,0,1
9,Salamanca,Hercules,2,2
9,Xerez,Malaga,1,0
10,Castellon,Albacete,0,0
10,Tenerife,Ciudad de Murcia,1,0
10,Hercules,Alaves,3,1
10,Castilla,Xerez,1,1
10,Almeria,Sporting de Gijon,2,0
10,Vecindario,Poli Ejido,0,4
10,Cadiz,Numancia,1,0
10,Elche,Lorca Deportiva,0,2
10,Malaga,Valladolid,0,1
10,Murcia,Las Palmas,3,1
10,Ponferradina,Salamanca,1,2
11,Albacete,Hercules,0,1
11,Lorca Deportiva,Malaga,2,2
11,Sporting de Gijon,Cadiz,5,4
11,Las Palmas,Almeria,3,1
11,Xerez,Vecindario,1,0
11,Numancia,Castellon,2,1
11,Ciudad de Murcia,Murcia,1,1
11,Poli Ejido,Tenerife,4,2
11,Valladolid,Castilla,4,0
11,Ponferradina,Elche,1,1
11,Salamanca,Alaves,3,0
12,Cadiz,Las Palmas,0,0
12,Elche,Salamanca,1,1
12,Hercules,Numancia,2,0
12,Castilla,Lorca Deportiva,2,0
12,Murcia,Poli Ejido,0,1
12,Alaves,Albacete,1,1
12,Castellon,Sporting de Gijon,0,3
12,Tenerife,Xerez,0,2
12,Malaga,Ponferradina,1,1
12,Almeria,Ciudad de Murcia,3,1
12,Vecindario,Valladolid,1,2
13,Ciudad de Murcia,Cadiz,1,1
13,Poli Ejido,Almeria,1,2
13,Sporting de Gijon,Hercules,1,0
13,Las Palmas,Castellon,1,0
13,Salamanca,Albacete,4,1
13,Numancia,Alaves,1,1
13,Elche,Malaga,2,1
13,Lorca Deportiva,Vecindario,1,1
13,Valladolid,Tenerife,1,0
13,Ponferradina,Castilla,0,3
13,Xerez,Murcia,1,1
14,Albacete,Numancia,1,3
14,Alaves,Sporting de Gijon,0,0
14,Castellon,Ciudad de Murcia,2,0
14,Castilla,Elche,0,2
14,Almeria,Xerez,1,1
14,Vecindario,Ponferradina,1,0
14,Tenerife,Lorca Deportiva,1,1
14,Cadiz,Poli Ejido,0,0
14,Hercules,Las Palmas,1,1
14,Malaga,Salamanca,1,0
14,Murcia,Valladolid,1,4
15,Elche,Vecindario,2,1
15,Lorca Deportiva,Murcia,1,1
15,Malaga,Castilla,3,3
15,Ponferradina,Tenerife,1,0
15,Las Palmas,Alaves,6,1
15,Ciudad de Murcia,Hercules,2,1
15,Poli Ejido,Castellon,0,2
15,Sporting de Gijon,Albacete,0,1
15,Valladolid,Almeria,2,2
15,Salamanca,Numancia,0,0
15,Xerez,Cadiz,1,4
16,Alaves,Ciudad de Murcia,1,0
16,Castellon,Xerez,1,0
16,Numancia,Sporting de Gijon,2,0
16,Hercules,Poli Ejido,1,0
16,Almeria,Lorca Deportiva,4,0
16,Vecindario,Malaga,1,1
16,Albacete,Las Palmas,1,1
16,Tenerife,Elche,2,0
16,Cadiz,Valladolid,0,0
16,Castilla,Salamanca,2,1
16,Murcia,Ponferradina,1,1
17,Ciudad de Murcia,Albacete,2,1
17,Elche,Murcia,1,1
17,Malaga,Tenerife,1,0
17,Poli Ejido,Alaves,5,2
17,Castilla,Vecindario,3,2
17,Valladolid,Castellon,1,0
17,Ponferradina,Almeria,0,1
17,Las Palmas,Numancia,1,1
17,Lorca Deportiva,Cadiz,1,2
17,Salamanca,Sporting de Gijon,0,1
17,Xerez,Hercules,0,2
18,Albacete,Poli Ejido,1,1
18,Castellon,Lorca Deportiva,2,1
18,Numancia,Ciudad de Murcia,2,1
18,Tenerife,Castilla,3,2
18,Cadiz,Ponferradina,0,0
18,Murcia,Malaga,3,2
18,Almeria,Elche,2,0
18,Vecindario,Salamanca,0,3
18,Alaves,Xerez,1,0
18,Hercules,Valladolid,2,2
18,Sporting de Gijon,Las Palmas,2,0
19,Lorca Deportiva,Hercules,0,1
19,Malaga,Almeria,2,1
19,Vecindario,Tenerife,2,1
19,Xerez,Albacete,0,1
19,Ciudad de Murcia,Sporting de Gijon,3,1
19,Elche,Cadiz,1,1
19,Poli Ejido,Numancia,0,0
19,Castilla,Murcia,0,2
19,Valladolid,Alaves,1,0
19,Ponferradina,Castellon,1,0
19,Salamanca,Las Palmas,2,2
20,Albacete,Valladolid,0,2
20,Alaves,Lorca Deportiva,3,1
20,Castellon,Elche,1,2
20,Sporting de Gijon,Poli Ejido,0,1
20,Las Palmas,Ciudad de Murcia,0,1
20,Numancia,Xerez,1,0
20,Cadiz,Malaga,1,0
20,Hercules,Ponferradina,3,0
20,Murcia,Vecindario,4,3
20,Almeria,Castilla,1,0
20,Salamanca,Tenerife,0,0
21,Tenerife,Murcia,1,1
21,Elche,Hercules,2,0
21,Castilla,Cadiz,0,1
21,Ciudad de Murcia,Salamanca,1,0
21,Lorca Deportiva,Albacete,3,0
21,Malaga,Castellon,0,0
21,Poli Ejido,Las Palmas,1,1
21,Valladolid,Numancia,2,0
21,Ponferradina,Alaves,0,2
21,Vecindario,Almeria,0,1
21,Xerez,Sporting de Gijon,3,1
22,Lorca Deportiva,Numancia,1,1
22,Castilla,Castellon,1,1
22,Valladolid,Sporting de Gijon,1,0
22,Ponferradina,Albacete,4,3
22,Xerez,Las Palmas,0,0
22,Tenerife,Almeria,2,1
22,Elche,Alaves,1,0
22,Malaga,Hercules,0,0
22,Poli Ejido,Ciudad de Murcia,2,0
22,Murcia,Salamanca,1,0
22,Vecindario,Cadiz,1,2
23,Albacete,Elche,0,0
23,Alaves,Malaga,0,1
23,Ciudad de Murcia,Xerez,1,0
23,Cadiz,Tenerife,1,0
23,Hercules,Castilla,0,3
23,Las Palmas,Valladolid,2,2
23,Castellon,Vecindario,0,0
23,Numancia,Ponferradina,1,0
23,Sporting de Gijon,Lorca Deportiva,0,1
23,Almeria,Murcia,2,1
23,Salamanca,Poli Ejido,0,0
24,Castilla,Alaves,1,1
24,Murcia,Cadiz,1,0
24,Ponferradina,Sporting de Gijon,0,3
24,Tenerife,Castellon,2,0
24,Elche,Numancia,1,2
24,Lorca Deportiva,Las Palmas,0,1
24,Malaga,Albacete,0,3
24,Valladolid,Ciudad de Murcia,1,0
24,Almeria,Salamanca,3,1
24,Vecindario,Hercules,1,1
24,Xerez,Poli Ejido,2,1
25,Albacete,Castilla,1,0
25,Ciudad de Murcia,Lorca Deportiva,2,1
25,Cadiz,Almeria,2,2
25,Hercules,Tenerife,3,1
25,Alaves,Vecindario,5,1
25,Castellon,Murcia,0,1
25,Numancia,Malaga,2,0
25,Poli Ejido,Valladolid,2,3
25,Sporting de Gijon,Elche,0,0
25,Las Palmas,Ponferradina,0,0
25,Salamanca,Xerez,1,0
26,Tenerife,Alaves,1,2
26,Cadiz,Salamanca,2,0
26,Castilla,Numancia,0,0
26,Almeria,Castellon,2,1
26,Elche,Las Palmas,2,1
26,Lorca Deportiva,Poli Ejido,1,3
26,Malaga,Sporting de Gijon,1,1
26,Murcia,Hercules,3,1
26,Valladolid,Xerez,1,1
26,Ponferradina,Ciudad de Murcia,1,0
26,Vecindario,Albacete,1,0
27,Albacete,Tenerife,2,0
27,Alaves,Murcia,1,1
27,Castellon,Cadiz,2,0
27,Las Palmas,Malaga,2,1
27,Numancia,Vecindario,3,0
27,Ciudad de Murcia,Elche,1,1
27,Hercules,Almeria,0,2
27,Poli Ejido,Ponferradina,1,1
27,Sporting de Gijon,Castilla,0,1
27,Salamanca,Valladolid,1,1
27,Xerez,Lorca Deportiva,1,0
28,Elche,Poli Ejido,2,0
28,Castilla,Las Palmas,0,3
28,Vecindario,Sporting de Gijon,0,2
28,Castellon,Salamanca,1,2
28,Tenerife,Numancia,1,0
28,Cadiz,Hercules,1,1
28,Lorca Deportiva,Valladolid,0,2
28,Malaga,Ciudad de Murcia,0,0
28,Murcia,Albacete,0,1
28,Ponferradina,Xerez,1,1
28,Almeria,Alaves,2,2
29,Albacete,Almeria,1,1
29,Ciudad de Murcia,Castilla,0,0
29,Hercules,Castellon,2,2
29,Las Palmas,Vecindario,3,1
29,Alaves,Cadiz,1,1
29,Numancia,Murcia,1,2
29,Poli Ejido,Malaga,4,1
29,Sporting de Gijon,Tenerife,1,1
29,Valladolid,Ponferradina,1,0
29,Salamanca,Lorca Deportiva,2,1
29,Xerez,Elche,2,1
30,Tenerife,Las Palmas,3,1
30,Cadiz,Albacete,1,2
30,Hercules,Salamanca,2,0
30,Murcia,Sporting de Gijon,3,1
30,Castellon,Alaves,2,0
30,Elche,Valladolid,0,1
30,Malaga,Xerez,1,0
30,Castilla,Poli Ejido,4,1
30,Ponferradina,Lorca Deportiva,2,1
30,Almeria,Numancia,3,0
30,Vecindario,Ciudad de Murcia,0,1
31,Lorca Deportiva,Elche,2,0
31,Las Palmas,Murcia,1,0
31,Xerez,Castilla,3,1
31,Albacete,Castellon,0,1
31,Alaves,Hercules,2,3
31,Numancia,Cadiz,1,0
31,Ciudad de Murcia,Tenerife,2,1
31,Poli Ejido,Vecindario,1,0
31,Sporting de Gijon,Almeria,1,2
31,Valladolid,Malaga,1,0
31,Salamanca,Ponferradina,3,3
32,Hercules,Albacete,0,1
32,Malaga,Lorca Deportiva,4,0
32,Castilla,Valladolid,1,3
32,Murcia,Ciudad de Murcia,2,1
32,Vecindario,Xerez,2,1
32,Alaves,Salamanca,0,2
32,Castellon,Numancia,3,1
32,Tenerife,Poli Ejido,3,1
32,Cadiz,Sporting de Gijon,1,1
32,Elche,Ponferradina,1,0
32,Almeria,Las Palmas,2,1
33,Albacete,Alaves,2,2
33,Poli Ejido,Murcia,0,2
33,Las Palmas,Cadiz,0,3
33,Xerez,Tenerife,1,2
33,Numancia,Hercules,2,2
33,Ciudad de Murcia,Almeria,0,1
33,Lorca Deportiva,Castilla,2,0
33,Sporting de Gijon,Castellon,2,2
33,Valladolid,Vecindario,3,0
33,Ponferradina,Malaga,2,2
33,Salamanca,Elche,0,1
34,Castellon,Las Palmas,2,0
34,Cadiz,Ciudad de Murcia,1,2
34,Albacete,Salamanca,1,1
34,Alaves,Numancia,2,2
34,Tenerife,Valladolid,0,2
34,Hercules,Sporting de Gijon,1,1
34,Malaga,Elche,2,0
34,Castilla,Ponferradina,3,1
34,Murcia,Xerez,3,0
34,Almeria,Poli Ejido,3,1
34,Vecindario,Lorca Deportiva,1,1
35,Ciudad de Murcia,Castellon,1,1
35,Poli Ejido,Cadiz,0,1
35,Sporting de Gijon,Alaves,1,1
35,Las Palmas,Hercules,3,1
35,Xerez,Almeria,3,0
35,Numancia,Albacete,1,1
35,Elche,Castilla,2,1
35,Lorca Deportiva,Tenerife,2,3
35,Valladolid,Murcia,1,1
35,Ponferradina,Vecindario,3,3
35,Salamanca,Malaga,0,0
36,Albacete,Sporting de Gijon,2,1
36,Alaves,Las Palmas,1,2
36,Numancia,Salamanca,0,0
36,Hercules,Ciudad de Murcia,1,1
36,Castilla,Malaga,2,1
36,Murcia,Lorca Deportiva,1,0
36,Vecindario,Elche,1,4
36,Castellon,Poli Ejido,0,0
36,Tenerife,Ponferradina,0,1
36,Cadiz,Xerez,1,2
36,Almeria,Valladolid,3,2
37,Ciudad de Murcia,Alaves,5,1
37,Elche,Tenerife,0,1
37,Malaga,Vecindario,3,2
37,Sporting de Gijon,Numancia,1,0
37,Ponferradina,Murcia,1,1
37,Las Palmas,Albacete,0,1
37,Salamanca,Castilla,3,2
37,Lorca Deportiva,Almeria,3,1
37,Poli Ejido,Hercules,2,0
37,Valladolid,Cadiz,2,2
37,Xerez,Castellon,1,0
38,Alaves,Poli Ejido,2,1
38,Numancia,Las Palmas,3,0
38,Hercules,Xerez,2,0
38,Sporting de Gijon,Salamanca,2,1
38,Almeria,Ponferradina,3,1
38,Vecindario,Castilla,2,1
38,Albacete,Ciudad de Murcia,2,2
38,Castellon,Valladolid,2,1
38,Tenerife,Malaga,1,2
38,Cadiz,Lorca Deportiva,0,0
38,Murcia,Elche,0,2
39,Ciudad de Murcia,Numancia,1,0
39,Lorca Deportiva,Castellon,0,4
39,Poli Ejido,Albacete,1,0
39,Valladolid,Hercules,0,1
39,Ponferradina,Cadiz,1,3
39,Las Palmas,Sporting de Gijon,3,1
39,Xerez,Alaves,0,2
39,Elche,Almeria,1,2
39,Malaga,Murcia,1,2
39,Castilla,Tenerife,2,3
39,Salamanca,Vecindario,2,3
40,Tenerife,Vecindario,0,2
40,Cadiz,Elche,3,1
40,Sporting de Gijon,Ciudad de Murcia,4,3
40,Las Palmas,Salamanca,2,2
40,Albacete,Xerez,0,0
40,Alaves,Valladolid,1,2
40,Castellon,Ponferradina,4,0
40,Numancia,Poli Ejido,3,1
40,Hercules,Lorca Deportiva,1,1
40,Murcia,Castilla,2,2
40,Almeria,Malaga,2,2
41,Ciudad de Murcia,Las Palmas,4,2
41,Elche,Castellon,1,0
41,Lorca Deportiva,Alaves,1,2
41,Malaga,Cadiz,1,1
41,Poli Ejido,Sporting de Gijon,4,1
41,Castilla,Almeria,3,1
41,Vecindario,Murcia,1,1
41,Tenerife,Salamanca,1,0
41,Valladolid,Albacete,4,2
41,Ponferradina,Hercules,4,1
41,Xerez,Numancia,1,1
42,Albacete,Lorca Deportiva,1,0
42,Alaves,Ponferradina,1,2
42,Castellon,Malaga,0,1
42,Numancia,Valladolid,1,2
42,Cadiz,Castilla,3,3
42,Hercules,Elche,0,2
42,Murcia,Tenerife,1,4
42,Sporting de Gijon,Xerez,2,1
42,Las Palmas,Poli Ejido,0,2
42,Salamanca,Ciudad de Murcia,1,0
42,Almeria,Vecindario,3,0
1,Murcia,Zaragoza,2,1
1,Real Madrid,Atletico de Madrid,2,1
1,Sevilla,Getafe,4,1
1,Atletico de Bilbao,Osasuna,0,0
1,Deportivo,Almeria,0,3
1,Espanol,Valladolid,0,1
1,Recreativo de Huelva,Betis,1,1
1,Mallorca,Levante,3,0
1,Santander,Barcelona,0,0
1,Valencia,Villarreal,0,3
2,Levante,Murcia,0,0
2,Zaragoza,Santander,1,1
2,Atletico de Madrid,Mallorca,1,1
2,Barcelona,Atletico de Bilbao,3,1
2,Betis,Espanol,2,2
2,Getafe,Recreativo de Huelva,1,1
2,Almeria,Valencia,1,2
2,Valladolid,Deportivo,2,2
2,Villarreal,Real Madrid,0,5
2,Osasuna,Sevilla,1,1
3,Atletico de Bilbao,Zaragoza,1,1
3,Real Madrid,Almeria,3,1
3,Valencia,Valladolid,2,1
3,Deportivo,Betis,1,0
3,Espanol,Getafe,1,0
3,Mallorca,Villarreal,0,1
3,Murcia,Atletico de Madrid,1,1
3,Osasuna,Barcelona,0,0
3,Santander,Levante,1,0
3,Sevilla,Recreativo de Huelva,4,1
4,Barcelona,Sevilla,2,1
4,Recreativo de Huelva,Espanol,2,1
4,Atletico de Madrid,Santander,4,0
4,Betis,Valencia,1,2
4,Getafe,Deportivo,0,0
4,Levante,Atletico de Bilbao,1,2
4,Almeria,Mallorca,1,1
4,Valladolid,Real Madrid,1,1
4,Villarreal,Murcia,2,0
4,Zaragoza,Osasuna,2,1
5,Sevilla,Espanol,2,3
5,Atletico de Bilbao,Atletico de Madrid,0,2
5,Barcelona,Zaragoza,4,1
5,Deportivo,Recreativo de Huelva,0,2
5,Mallorca,Valladolid,4,2
5,Murcia,Almeria,0,1
5,Osasuna,Levante,4,1
5,Santander,Villarreal,0,2
5,Valencia,Getafe,2,1
5,Real Madrid,Betis,2,0
6,Levante,Barcelona,1,4
6,Zaragoza,Sevilla,2,0
6,Atletico de Madrid,Osasuna,2,0
6,Betis,Mallorca,3,0
6,Espanol,Deportivo,1,0
6,Getafe,Real Madrid,0,1
6,Recreativo de Huelva,Valencia,0,1
6,Almeria,Santander,0,1
6,Valladolid,Murcia,1,4
6,Villarreal,Atletico de Bilbao,1,0
7,Valencia,Espanol,1,2
7,Atletico de Bilbao,Almeria,1,1
7,Barcelona,Atletico de Madrid,3,0
7,Mallorca,Getafe,4,2
7,Murcia,Betis,0,0
7,Osasuna,Villarreal,3,2
7,Santander,Valladolid,2,0
7,Real Madrid,Recreativo de Huelva,2,0
7,Sevilla,Deportivo,0,1
7,Zaragoza,Levante,3,0
8,Deportivo,Valencia,2,4
8,Espanol,Real Madrid,2,1
8,Levante,Sevilla,0,2
8,Villarreal,Barcelona,3,1
8,Atletico de Madrid,Zaragoza,4,0
8,Betis,Santander,1,1
8,Getafe,Murcia,2,0
8,Recreativo de Huelva,Mallorca,0,2
8,Almeria,Osasuna,2,0
8,Valladolid,Atletico de Bilbao,1,2
9,Atletico de Bilbao,Betis,0,0
9,Mallorca,Espanol,2,2
9,Barcelona,Almeria,2,0
9,Levante,Atletico de Madrid,0,1
9,Murcia,Recreativo de Huelva,1,0
9,Osasuna,Valladolid,2,2
9,Santander,Getafe,2,0
9,Real Madrid,Deportivo,3,1
9,Sevilla,Valencia,3,0
9,Zaragoza,Villarreal,4,1
10,Atletico de Madrid,Sevilla,4,3
10,Betis,Osasuna,0,3
10,Deportivo,Mallorca,1,1
10,Getafe,Atletico de Bilbao,2,0
10,Recreativo de Huelva,Santander,0,0
10,Almeria,Zaragoza,0,1
10,Valencia,Real Madrid,1,5
10,Villarreal,Levante,3,0
10,Espanol,Murcia,0,0
10,Valladolid,Barcelona,1,1
11,Mallorca,Valencia,0,2
11,Sevilla,Real Madrid,2,0
11,Atletico de Bilbao,Recreativo de Huelva,2,0
11,Atletico de Madrid,Villarreal,3,4
11,Barcelona,Betis,3,0
11,Levante,Almeria,3,0
11,Murcia,Deportivo,0,2
11,Osasuna,Getafe,0,2
11,Santander,Espanol,1,1
11,Zaragoza,Valladolid,2,3
12,Getafe,Barcelona,2,0
12,Valencia,Murcia,3,0
12,Betis,Zaragoza,2,1
12,Deportivo,Santander,0,1
12,Espanol,Atletico de Bilbao,2,1
12,Recreativo de Huelva,Osasuna,1,0
12,Real Madrid,Mallorca,4,3
12,Almeria,Atletico de Madrid,0,0
12,Valladolid,Levante,1,0
