jornada,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante
11,Real Sociedad,Sporting de Gijon,3,1
11,Real Madrid,Barcelona,1,1
11,Sevilla,Sabadell,1,1
12,Las Palmas,Real Madrid,2,0
12,Atletico de Bilbao,Sevilla,2,0
12,Atletico de Madrid,Real Sociedad,5,0
12,Barcelona,Granada,2,0
12,Betis,CD Malaga,0,0
12,Celta de Vigo,Cordoba,2,0
12,Sporting de Gijon,Espanol,4,0
12,Sabadell,Burgos,2,1
12,Valencia,Deportivo,1,1
13,Las Palmas,Sporting de Gijon,5,1
13,Burgos,Atletico de Bilbao,1,0
13,Cordoba,Sabadell,4,1
13,Deportivo,Barcelona,0,2
13,Espanol,Atletico de Madrid,1,2
13,CD Malaga,Celta de Vigo,1,1
13,Real Sociedad,Betis,6,0
13,Real Madrid,Granada,4,2
13,Sevilla,Valencia,2,0
14,Atletico de Bilbao,Cordoba,5,0
14,Atletico de Madrid,Las Palmas,2,0
14,Barcelona,Sevilla,1,0
14,Betis,Espanol,0,1
14,Celta de Vigo,Real Sociedad,0,1
14,Sporting de Gijon,Real Madrid,1,1
14,Granada,Deportivo,2,2
14,Sabadell,CD Malaga,1,1
14,Valencia,Burgos,2,0
15,Las Palmas,Betis,2,0
15,Burgos,Barcelona,2,3
15,Cordoba,Valencia,0,4
15,Espanol,Celta de Vigo,1,0
15,Sporting de Gijon,Atletico de Madrid,1,2
15,CD Malaga,Atletico de Bilbao,1,0
15,Real Sociedad,Sabadell,2,0
15,Real Madrid,Deportivo,1,0
15,Sevilla,Granada,2,1
16,Atletico de Bilbao,Real Sociedad,1,2
16,Barcelona,Cordoba,4,1
16,Betis,Sporting de Gijon,2,1
16,Celta de Vigo,Las Palmas,2,0
16,Deportivo,Sevilla,1,0
16,Granada,Burgos,2,1
16,Real Madrid,Atletico de Madrid,1,0
16,Sabadell,Espanol,0,2
16,Valencia,CD Malaga,3,0
17,Las Palmas,Sabadell,0,0
17,Atletico de Madrid,Betis,4,1
17,Burgos,Deportivo,3,1
17,Cordoba,Granada,2,0
17,Espanol,Atletico de Bilbao,1,2
17,Sporting de Gijon,Celta de Vigo,2,2
17,CD Malaga,Barcelona,0,0
17,Real Sociedad,Valencia,1,0
17,Sevilla,Real Madrid,0,2
18,Las Palmas,Atletico de Bilbao,2,1
18,Atletico de Madrid,Celta de Vigo,0,0
18,Betis,Real Madrid,0,0
18,Burgos,Sevilla,1,0
18,Cordoba,Deportivo,0,0
18,Espanol,Valencia,3,1
18,Sporting de Gijon,Sabadell,3,0
18,CD Malaga,Granada,1,0
18,Real Sociedad,Barcelona,2,2
19,Atletico de Bilbao,Sporting de Gijon,3,1
19,Barcelona,Espanol,2,0
19,Celta de Vigo,Betis,1,0
19,Deportivo,CD Malaga,0,0
19,Granada,Real Sociedad,1,0
19,Real Madrid,Burgos,1,1
19,Sabadell,Atletico de Madrid,3,1
19,Sevilla,Cordoba,1,1
19,Valencia,Las Palmas,4,0
20,Atletico de Madrid,Atletico de Bilbao,1,2
20,Betis,Sabadell,1,0
20,Celta de Vigo,Real Madrid,1,1
20,Cordoba,Burgos,0,0
20,Espanol,Granada,2,3
20,Sporting de Gijon,Valencia,4,0
20,Las Palmas,Barcelona,1,2
20,CD Malaga,Sevilla,2,2
20,Real Sociedad,Deportivo,0,1
21,Atletico de Bilbao,Betis,3,0
21,Barcelona,Sporting de Gijon,1,0
21,Burgos,CD Malaga,3,1
21,Deportivo,Espanol,3,1
21,Granada,Las Palmas,3,0
21,Real Madrid,Cordoba,4,1
21,Sabadell,Celta de Vigo,1,1
21,Sevilla,Real Sociedad,0,1
21,Valencia,Atletico de Madrid,1,0
22,Atletico de Madrid,Barcelona,1,1
22,Betis,Valencia,1,0
22,Celta de Vigo,Atletico de Bilbao,2,0
22,Espanol,Sevilla,2,0
22,Sporting de Gijon,Granada,2,0
22,Las Palmas,Deportivo,2,0
22,CD Malaga,Cordoba,2,2
22,Real Sociedad,Burgos,2,0
22,Sabadell,Real Madrid,1,2
23,Atletico de Bilbao,Sabadell,3,1
23,Barcelona,Betis,2,2
23,Burgos,Espanol,2,1
23,Cordoba,Real Sociedad,1,0
23,Deportivo,Sporting de Gijon,1,1
23,Granada,Atletico de Madrid,1,0
23,Real Madrid,CD Malaga,1,0
23,Sevilla,Las Palmas,0,2
23,Valencia,Celta de Vigo,4,0
24,Las Palmas,Burgos,3,1
24,Atletico de Bilbao,Real Madrid,1,0
24,Atletico de Madrid,Deportivo,2,1
24,Betis,Granada,1,0
24,Celta de Vigo,Barcelona,1,2
24,Espanol,Cordoba,1,1
24,Sporting de Gijon,Sevilla,1,0
24,Real Sociedad,CD Malaga,1,0
24,Sabadell,Valencia,1,1
25,Barcelona,Sabadell,2,0
25,Burgos,Sporting de Gijon,1,0
25,Cordoba,Las Palmas,2,2
25,Deportivo,Betis,1,1
25,Granada,Celta de Vigo,0,0
25,CD Malaga,Espanol,1,0
25,Real Madrid,Real Sociedad,2,1
25,Sevilla,Atletico de Madrid,3,3
25,Valencia,Atletico de Bilbao,2,0
26,Las Palmas,CD Malaga,2,0
26,Atletico de Bilbao,Barcelona,0,1
26,Atletico de Madrid,Burgos,1,0
26,Betis,Sevilla,1,1
26,Celta de Vigo,Deportivo,3,1
26,Espanol,Real Sociedad,1,0
26,Sporting de Gijon,Cordoba,0,0
26,Sabadell,Granada,0,0
26,Valencia,Real Madrid,1,2
27,Barcelona,Valencia,1,1
27,Burgos,Betis,0,1
27,Cordoba,Atletico de Madrid,0,1
27,Deportivo,Sabadell,1,0
27,Granada,Atletico de Bilbao,5,1
27,CD Malaga,Sporting de Gijon,1,1
27,Real Sociedad,Las Palmas,1,0
27,Real Madrid,Espanol,3,0
27,Sevilla,Celta de Vigo,4,0
28,Atletico de Bilbao,Deportivo,1,0
28,Atletico de Madrid,CD Malaga,0,0
28,Betis,Cordoba,0,0
28,Celta de Vigo,Burgos,2,0
28,Sporting de Gijon,Real Sociedad,1,0
28,Las Palmas,Espanol,1,0
28,Sabadell,Sevilla,0,0
28,Valencia,Granada,2,1
28,Barcelona,Real Madrid,1,0
29,Burgos,Sabadell,4,1
29,Cordoba,Celta de Vigo,0,0
29,Deportivo,Valencia,3,0
29,Espanol,Sporting de Gijon,0,0
29,Granada,Barcelona,2,0
29,CD Malaga,Betis,0,0
29,Real Sociedad,Atletico de Madrid,0,0
29,Real Madrid,Las Palmas,2,0
29,Sevilla,Atletico de Bilbao,0,1
30,Atletico de Bilbao,Burgos,1,0
30,Atletico de Madrid,Espanol,1,1
30,Barcelona,Deportivo,1,0
30,Betis,Real Sociedad,1,0
30,Celta de Vigo,CD Malaga,1,1
30,Sporting de Gijon,Las Palmas,0,1
30,Granada,Real Madrid,2,1
30,Sabadell,Cordoba,1,0
30,Valencia,Sevilla,2,0
31,Las Palmas,Atletico de Madrid,1,0
31,Sevilla,Barcelona,1,2
31,Burgos,Valencia,0,1
31,Cordoba,Atletico de Bilbao,0,1
31,Deportivo,Granada,2,0
31,Espanol,Betis,3,0
31,CD Malaga,Sabadell,1,0
31,Real Sociedad,Celta de Vigo,0,0
31,Real Madrid,Sporting de Gijon,1,0
32,Valencia,Cordoba,4,2
32,Atletico de Bilbao,CD Malaga,0,0
32,Atletico de Madrid,Sporting de Gijon,1,0
32,Barcelona,Burgos,2,1
32,Betis,Las Palmas,2,1
32,Celta de Vigo,Espanol,4,2
32,Deportivo,Real Madrid,1,0
32,Granada,Sevilla,3,0
32,Sabadell,Real Sociedad,3,1
33,Las Palmas,Celta de Vigo,1,1
33,CD Malaga,Valencia,0,2
33,Atletico de Madrid,Real Madrid,4,1
33,Burgos,Granada,1,1
33,Cordoba,Barcelona,1,0
33,Espanol,Sabadell,2,1
33,Sporting de Gijon,Betis,3,1
33,Real Sociedad,Atletico de Bilbao,1,0
33,Sevilla,Deportivo,1,0
34,Atletico de Bilbao,Espanol,1,1
34,Barcelona,CD Malaga,0,1
34,Betis,Atletico de Madrid,1,3
34,Celta de Vigo,Sporting de Gijon,2,2
34,Deportivo,Burgos,0,0
34,Granada,Cordoba,1,0
34,Real Madrid,Sevilla,4,1
34,Sabadell,Las Palmas,0,1
34,Valencia,Real Sociedad,2,1
1,Mallorca,Sant Andreu,0,0
1,Cadiz,Racing de Ferrol,1,0
1,Elche,Zaragoza,1,0
1,Logrones,Villarreal,2,0
1,Santander,Pontevedra,1,1
1,Castellon,Tenerife,2,1
1,Cultural Leonesa,Langreo,3,0
1,Rayo Vallecano,Mestalla,1,1
1,Valladolid,Hercules,3,1
1,Oviedo,Xerez,2,1
2,Xerez,Elche,1,1
2,Mestalla,Oviedo,0,1
2,Zaragoza,Santander,3,0
2,Pontevedra,Castellon,0,1
2,Tenerife,Logrones,0,0
2,Langreo,Mallorca,2,0
2,Hercules,Cadiz,2,0
2,Villarreal,Valladolid,1,0
2,Racing de Ferrol,Cultural Leonesa,0,3
2,Sant Andreu,Rayo Vallecano,1,0
3,Mallorca,Racing de Ferrol,1,1
3,Oviedo,Sant Andreu,1,0
3,Castellon,Zaragoza,5,1
3,Santander,Xerez,0,1
3,Pontevedra,Tenerife,1,0
3,Rayo Vallecano,Langreo,2,0
3,Cultural Leonesa,Hercules,2,1
3,Cadiz,Villarreal,1,0
3,Elche,Mestalla,1,0
3,Valladolid,Logrones,0,2
4,Mestalla,Santander,2,1
4,Xerez,Castellon,0,2
4,Logrones,Cadiz,1,0
4,Hercules,Mallorca,0,0
4,Racing de Ferrol,Rayo Vallecano,1,2
4,Zaragoza,Pontevedra,4,3
4,Langreo,Oviedo,1,1
4,Villarreal,Cultural Leonesa,3,1
4,Valladolid,Tenerife,1,1
4,Sant Andreu,Elche,0,0
5,Castellon,Mestalla,3,1
5,Elche,Langreo,3,0
5,Mallorca,Villarreal,0,1
5,Santander,Sant Andreu,1,0
5,Pontevedra,Xerez,2,2
5,Tenerife,Zaragoza,0,1
5,Oviedo,Racing de Ferrol,3,0
5,Rayo Vallecano,Hercules,1,0
5,Cadiz,Valladolid,0,1
5,Cultural Leonesa,Logrones,1,0
6,Mestalla,Pontevedra,1,1
6,Xerez,Zaragoza,1,0
6,Logrones,Mallorca,1,0
6,Langreo,Santander,1,0
6,Villarreal,Rayo Vallecano,2,2
6,Hercules,Oviedo,0,1
6,Tenerife,Cadiz,2,0
6,Racing de Ferrol,Elche,0,4
6,Valladolid,Cultural Leonesa,6,2
6,Sant Andreu,Castellon,1,1
7,Pontevedra,Sant Andreu,0,2
7,Xerez,Tenerife,1,1
7,Oviedo,Villarreal,1,0
7,Mallorca,Valladolid,3,2
7,Elche,Hercules,2,0
7,Rayo Vallecano,Logrones,0,0
7,Cultural Leonesa,Cadiz,5,0
7,Zaragoza,Mestalla,4,0
7,Castellon,Langreo,1,0
7,Santander,Racing de Ferrol,1,0
8,Racing de Ferrol,Castellon,0,2
8,Valladolid,Rayo Vallecano,1,1
8,Villarreal,Elche,2,1
8,Langreo,Pontevedra,1,2
8,Cadiz,Mallorca,2,1
8,Cultural Leonesa,Tenerife,2,1
8,Logrones,Oviedo,0,0
8,Mestalla,Xerez,1,0
8,Hercules,Santander,5,0
8,Sant Andreu,Zaragoza,1,1
9,Castellon,Hercules,1,0
9,Mallorca,Cultural Leonesa,1,0
9,Elche,Logrones,2,1
9,Rayo Vallecano,Cadiz,0,1
9,Xerez,Sant Andreu,0,0
9,Tenerife,Mestalla,2,0
9,Oviedo,Valladolid,0,0
9,Zaragoza,Langreo,3,0
9,Santander,Villarreal,0,0
9,Pontevedra,Racing de Ferrol,0,1
10,Langreo,Xerez,0,0
10,Hercules,Pontevedra,1,1
10,Valladolid,Elche,2,1
10,Tenerife,Mallorca,0,0
10,Cultural Leonesa,Rayo Vallecano,2,0
10,Racing de Ferrol,Zaragoza,1,1
10,Villarreal,Castellon,0,0
10,Cadiz,Oviedo,1,2
10,Logrones,Santander,2,1
10,Sant Andreu,Mestalla,3,1
11,Pontevedra,Villarreal,2,0
11,Xerez,Racing de Ferrol,3,1
11,Elche,Cadiz,1,0
11,Oviedo,Cultural Leonesa,0,0
11,Santander,Valladolid,4,0
11,Zaragoza,Hercules,2,1
11,Mestalla,Langreo,2,0
11,Castellon,Logrones,1,0
11,Rayo Vallecano,Mallorca,1,0
11,Sant Andreu,Tenerife,1,0
12,Langreo,Sant Andreu,2,0
12,Valladolid,Castellon,3,2
12,Racing de Ferrol,Mestalla,1,1
12,Logrones,Pontevedra,1,0
12,Mallorca,Oviedo,1,0
12,Hercules,Xerez,1,0
12,Rayo Vallecano,Tenerife,0,0
12,Cadiz,Santander,0,1
12,Cultural Leonesa,Elche,1,0
12,Villarreal,Zaragoza,0,3
13,Castellon,Cadiz,1,0
13,Santander,Cultural Leonesa,1,1
13,Elche,Mallorca,0,0
13,Pontevedra,Valladolid,2,2
13,Oviedo,Rayo Vallecano,1,0
13,Zaragoza,Logrones,2,0
13,Mestalla,Hercules,0,0
13,Xerez,Villarreal,2,2
13,Tenerife,Langreo,0,1
13,Sant Andreu,Racing de Ferrol,3,0
14,Hercules,Sant Andreu,2,0
14,Valladolid,Zaragoza,1,0
14,Villarreal,Mestalla,1,3
14,Cadiz,Pontevedra,1,0
14,Mallorca,Santander,2,1
14,Rayo Vallecano,Elche,2,1
14,Cultural Leonesa,Castellon,3,1
14,Logrones,Xerez,3,0
14,Racing de Ferrol,Langreo,1,0
14,Tenerife,Oviedo,2,0
15,Castellon,Mallorca,2,0
15,Elche,Oviedo,0,0
15,Racing de Ferrol,Tenerife,0,2
15,Zaragoza,Cadiz,4,0
15,Santander,Rayo Vallecano,1,0
15,Langreo,Hercules,0,1
15,Xerez,Valladolid,1,1
15,Pontevedra,Cultural Leonesa,0,1
15,Mestalla,Logrones,2,5
15,Sant Andreu,Villarreal,0,0
16,Elche,Tenerife,1,0
16,Logrones,Sant Andreu,1,0
16,Hercules,Racing de Ferrol,1,2
16,Valladolid,Mestalla,3,1
16,Cultural Leonesa,Zaragoza,3,3
16,Mallorca,Pontevedra,0,1
16,Villarreal,Langreo,1,2
16,Oviedo,Santander,3,0
16,Cadiz,Xerez,0,0
16,Rayo Vallecano,Castellon,1,4
17,Xerez,Cultural Leonesa,0,0
17,Castellon,Oviedo,1,0
17,Langreo,Logrones,3,1
17,Santander,Elche,0,0
17,Tenerife,Hercules,3,0
17,Racing de Ferrol,Villarreal,0,0
17,Mestalla,Cadiz,1,0
17,Zaragoza,Mallorca,3,0
17,Pontevedra,Rayo Vallecano,3,0
17,Sant Andreu,Valladolid,1,0
18,Valladolid,Langreo,2,0
18,Cadiz,Sant Andreu,2,0
18,Rayo Vallecano,Zaragoza,0,1
18,Villarreal,Hercules,1,1
18,Logrones,Racing de Ferrol,2,0
18,Cultural Leonesa,Mestalla,2,1
18,Elche,Castellon,2,0
18,Santander,Tenerife,4,1
18,Mallorca,Xerez,1,0
18,Oviedo,Pontevedra,2,0
19,Tenerife,Villarreal,3,0
19,Pontevedra,Elche,1,1
19,Zaragoza,Oviedo,0,1
19,Mestalla,Mallorca,0,0
19,Xerez,Rayo Vallecano,0,3
19,Castellon,Santander,2,1
19,Hercules,Logrones,0,0
19,Langreo,Cadiz,1,2
19,Racing de Ferrol,Valladolid,3,1
19,Sant Andreu,Cultural Leonesa,2,1
20,Zaragoza,Elche,3,0
20,Langreo,Cultural Leonesa,4,0
20,Tenerife,Castellon,2,0
20,Hercules,Valladolid,1,0
20,Xerez,Oviedo,0,0
20,Villarreal,Logrones,1,0
20,Pontevedra,Santander,1,0
20,Mestalla,Rayo Vallecano,1,2
20,Racing de Ferrol,Cadiz,1,0
20,Sant Andreu,Mallorca,1,0
21,Santander,Zaragoza,1,0
21,Cadiz,Hercules,4,0
21,Elche,Xerez,2,1
21,Rayo Vallecano,Sant Andreu,1,0
21,Castellon,Pontevedra,4,0
21,Oviedo,Mestalla,2,0
21,Mallorca,Langreo,1,0
21,Logrones,Tenerife,2,1
21,Cultural Leonesa,Racing de Ferrol,4,1
21,Valladolid,Villarreal,2,0
22,Zaragoza,Castellon,1,1
22,Tenerife,Pontevedra,2,0
22,Xerez,Santander,1,0
22,Villarreal,Cadiz,1,0
22,Mestalla,Elche,0,2
22,Racing de Ferrol,Mallorca,0,0
22,Langreo,Rayo Vallecano,1,1
22,Logrones,Valladolid,1,0
22,Hercules,Cultural Leonesa,4,1
22,Sant Andreu,Oviedo,1,0
23,Pontevedra,Zaragoza,1,0
23,Santander,Mestalla,0,1
23,Mallorca,Hercules,2,0
23,Cultural Leonesa,Villarreal,4,2
23,Elche,Sant Andreu,2,0
23,Tenerife,Valladolid,2,1
23,Cadiz,Logrones,5,1
23,Castellon,Xerez,3,0
23,Rayo Vallecano,Racing de Ferrol,3,2
23,Oviedo,Langreo,2,0
24,Mestalla,Castellon,0,0
24,Xerez,Pontevedra,1,1
24,Logrones,Cultural Leonesa,2,0
24,Zaragoza,Tenerife,2,1
24,Sant Andreu,Santander,1,2
24,Villarreal,Mallorca,1,3
24,Langreo,Elche,1,1
24,Valladolid,Cadiz,2,1
24,Hercules,Rayo Vallecano,1,3
24,Racing de Ferrol,Oviedo,1,0
25,Elche,Racing de Ferrol,2,0
25,Santander,Langreo,1,0
25,Cultural Leonesa,Valladolid,2,1
25,Zaragoza,Xerez,2,0
25,Castellon,Sant Andreu,1,0
25,Pontevedra,Mestalla,0,0
25,Rayo Vallecano,Villarreal,0,0
25,Oviedo,Hercules,1,0
25,Cadiz,Tenerife,2,2
25,Mallorca,Logrones,1,1
26,Langreo,Castellon,2,0
26,Mestalla,Zaragoza,0,0
26,Villarreal,Oviedo,0,0
26,Hercules,Elche,0,1
26,Racing de Ferrol,Santander,2,0
26,Logrones,Rayo Vallecano,1,1
26,Valladolid,Mallorca,4,1
26,Cadiz,Cultural Leonesa,0,0
26,Tenerife,Xerez,3,0
26,Sant Andreu,Pontevedra,2,0
27,Castellon,Racing de Ferrol,1,1
27,Rayo Vallecano,Valladolid,0,0
27,Oviedo,Logrones,1,0
27,Tenerife,Cultural Leonesa,3,0
27,Santander,Hercules,1,0
27,Zaragoza,Sant Andreu,0,0
27,Elche,Villarreal,2,0
27,Mallorca,Cadiz,0,0
27,Xerez,Mestalla,1,1
27,Pontevedra,Langreo,1,2
28,Hercules,Castellon,2,1
28,Valladolid,Oviedo,2,0
28,Logrones,Elche,1,0
28,Villarreal,Santander,0,0
28,Cadiz,Rayo Vallecano,0,0
28,Langreo,Zaragoza,0,1
28,Racing de Ferrol,Pontevedra,1,0
28,Cultural Leonesa,Mallorca,1,0
28,Sant Andreu,Xerez,2,1
28,Mestalla,Tenerife,1,0
29,Castellon,Villarreal,0,2
29,Rayo Vallecano,Cultural Leonesa,2,0
29,Elche,Valladolid,1,0
29,Oviedo,Cadiz,2,0
29,Pontevedra,Hercules,2,1
29,Mallorca,Tenerife,1,0
29,Xerez,Langreo,2,1
29,Santander,Logrones,1,0
29,Zaragoza,Racing de Ferrol,3,1
29,Mestalla,Sant Andreu,2,0
30,Langreo,Mestalla,4,0
30,Villarreal,Pontevedra,3,0
30,Hercules,Zaragoza,1,1
30,Tenerife,Sant Andreu,4,1
30,Logrones,Castellon,2,0
30,Valladolid,Santander,2,0
30,Cadiz,Elche,3,1
30,Racing de Ferrol,Xerez,2,1
30,Cultural Leonesa,Oviedo,1,3
30,Mallorca,Rayo Vallecano,0,1
31,Oviedo,Mallorca,3,0
31,Pontevedra,Logrones,1,0
31,Mestalla,Racing de Ferrol,2,0
31,Elche,Cultural Leonesa,2,0
31,Zaragoza,Villarreal,4,0
31,Santander,Cadiz,2,1
31,Castellon,Valladolid,2,0
31,Tenerife,Rayo Vallecano,2,2
31,Xerez,Hercules,0,1
31,Sant Andreu,Langreo,3,1
32,Rayo Vallecano,Oviedo,0,2
32,Valladolid,Pontevedra,0,1
32,Hercules,Mestalla,4,0
32,Racing de Ferrol,Sant Andreu,1,1
32,Logrones,Zaragoza,1,2
32,Cultural Leonesa,Santander,2,0
32,Mallorca,Elche,0,0
32,Villarreal,Xerez,4,0
32,Cadiz,Castellon,2,0
32,Langreo,Tenerife,1,1
33,Sant Andreu,Hercules,2,1
33,Oviedo,Tenerife,2,1
33,Elche,Rayo Vallecano,3,0
33,Xerez,Logrones,0,0
33,Zaragoza,Valladolid,3,1
33,Mestalla,Villarreal,0,0
33,Castellon,Cultural Leonesa,2,0
33,Pontevedra,Cadiz,2,0
33,Langreo,Racing de Ferrol,2,3
33,Santander,Mallorca,2,2
34,Oviedo,Elche,1,0
34,Rayo Vallecano,Santander,2,0
34,Valladolid,Xerez,1,1
34,Hercules,Langreo,3,1
34,Villarreal,Sant Andreu,0,1
34,Tenerife,Racing de Ferrol,2,0
34,Cadiz,Zaragoza,2,1
34,Cultural Leonesa,Pontevedra,2,2
34,Mallorca,Castellon,1,1
34,Logrones,Mestalla,1,1
35,Xerez,Cadiz,3,0
35,Zaragoza,Cultural Leonesa,3,1
35,Langreo,Villarreal,4,0
35,Castellon,Rayo Vallecano,1,0
35,Mestalla,Valladolid,2,0
35,Racing de Ferrol,Hercules,0,0
35,Tenerife,Elche,1,0
35,Santander,Oviedo,3,1
35,Pontevedra,Mallorca,1,1
35,Sant Andreu,Logrones,5,0
36,Rayo Vallecano,Pontevedra,1,3
36,Hercules,Tenerife,1,1
36,Valladolid,Sant Andreu,1,0
36,Oviedo,Castellon,0,0
36,Logrones,Langreo,3,0
36,Elche,Santander,3,0
36,Cadiz,Mestalla,1,1
36,Villarreal,Racing de Ferrol,2,1
36,Mallorca,Zaragoza,1,0
36,Cultural Leonesa,Xerez,3,1
37,Zaragoza,Rayo Vallecano,3,0
37,Xerez,Mallorca,0,0
37,Hercules,Villarreal,3,0
37,Langreo,Valladolid,0,1
37,Mestalla,Cultural Leonesa,1,0
37,Racing de Ferrol,Logrones,1,1
37,Tenerife,Santander,1,2
37,Castellon,Elche,0,0
37,Pontevedra,Oviedo,2,0
37,Sant Andreu,Cadiz,1,2
38,Rayo Vallecano,Xerez,2,0
38,Cadiz,Langreo,4,0
38,Oviedo,Zaragoza,1,1
38,Valladolid,Racing de Ferrol,3,1
38,Cultural Leonesa,Sant Andreu,1,0
38,Santander,Castellon,0,1
38,Logrones,Hercules,0,3
38,Villarreal,Tenerife,0,0
38,Elche,Pontevedra,3,0
38,Mallorca,Mestalla,1,0
1,Sporting de Gijon,Betis,1,0
1,Granada,Zaragoza,0,0
1,Las Palmas,Oviedo,2,1
1,CD Malaga,Atletico de Bilbao,0,0
1,Atletico de Madrid,Valencia,1,3
1,Barcelona,Deportivo,3,1
1,Burgos,Real Sociedad,1,0
1,Castellon,Real Madrid,2,3
1,Celta de Vigo,Espanol,1,1
2,Atletico de Bilbao,Celta de Vigo,1,1
2,Betis,Las Palmas,0,2
2,Real Madrid,Sporting de Gijon,1,0
2,Valencia,Barcelona,0,1
2,Deportivo,Granada,0,0
2,Espanol,Castellon,1,0
2,Real Sociedad,CD Malaga,1,1
2,Oviedo,Atletico de Madrid,0,2
2,Zaragoza,Burgos,2,0
3,Barcelona,Oviedo,3,1
3,Sporting de Gijon,Espanol,0,0
3,Atletico de Madrid,Betis,2,1
3,Burgos,CD Malaga,2,2
3,Castellon,Atletico de Bilbao,1,4
3,Celta de Vigo,Real Sociedad,0,1
3,Granada,Valencia,1,1
3,Las Palmas,Real Madrid,1,1
3,Zaragoza,Deportivo,5,0
4,Atletico de Bilbao,Sporting de Gijon,2,0
4,Espanol,Las Palmas,4,0
4,Real Madrid,Atletico de Madrid,0,1
4,Valencia,Zaragoza,0,0
4,Betis,Barcelona,0,2
4,Deportivo,Burgos,2,1
4,CD Malaga,Celta de Vigo,1,0
4,Real Sociedad,Castellon,0,0
4,Oviedo,Granada,3,0
5,Atletico de Madrid,Espanol,0,0
5,Barcelona,Real Madrid,1,0
5,Burgos,Celta de Vigo,0,0
5,Castellon,CD Malaga,1,0
5,Deportivo,Valencia,1,1
5,Sporting de Gijon,Real Sociedad,3,0
5,Granada,Betis,0,0
5,Las Palmas,Atletico de Bilbao,1,0
5,Zaragoza,Oviedo,3,0
6,Atletico de Bilbao,Atletico de Madrid,1,0
6,Celta de Vigo,Castellon,2,0
6,Espanol,Barcelona,1,1
6,CD Malaga,Sporting de Gijon,1,0
6,Real Sociedad,Las Palmas,1,0
6,Real Madrid,Granada,2,1
6,Valencia,Burgos,3,0
6,Betis,Zaragoza,1,1
6,Oviedo,Deportivo,0,0
7,Atletico de Madrid,Real Sociedad,2,1
7,Las Palmas,CD Malaga,1,3
7,Barcelona,Atletico de Bilbao,1,0
7,Burgos,Castellon,2,1
7,Deportivo,Betis,2,0
7,Sporting de Gijon,Celta de Vigo,3,1
7,Granada,Espanol,2,2
7,Valencia,Oviedo,2,2
7,Zaragoza,Real Madrid,0,0
8,Atletico de Bilbao,Granada,0,1
8,Betis,Valencia,0,0
8,Castellon,Sporting de Gijon,1,0
8,Celta de Vigo,Las Palmas,3,1
8,Espanol,Zaragoza,3,1
8,CD Malaga,Atletico de Madrid,0,1
8,Real Sociedad,Barcelona,2,0
8,Real Madrid,Deportivo,0,0
8,Oviedo,Burgos,1,0
9,Atletico de Madrid,Celta de Vigo,5,1
9,Las Palmas,Castellon,0,1
9,Barcelona,CD Malaga,0,0
9,Burgos,Sporting de Gijon,2,1
9,Deportivo,Espanol,0,0
9,Granada,Real Sociedad,2,0
9,Oviedo,Betis,0,0
9,Valencia,Real Madrid,0,1
9,Zaragoza,Atletico de Bilbao,3,2
10,Atletico de Bilbao,Deportivo,3,0
10,Betis,Burgos,5,1
10,Castellon,Atletico de Madrid,1,1
10,Celta de Vigo,Barcelona,0,0
10,Espanol,Valencia,3,0
10,Sporting de Gijon,Las Palmas,2,2
10,CD Malaga,Granada,3,0
10,Real Sociedad,Zaragoza,3,0
10,Real Madrid,Oviedo,3,0
11,Atletico de Madrid,Sporting de Gijon,0,1
11,Barcelona,Castellon,3,1
11,Betis,Real Madrid,2,1
11,Burgos,Las Palmas,3,3
11,Deportivo,Real Sociedad,1,2
11,Granada,Celta de Vigo,1,0
11,Oviedo,Espanol,1,2
11,Valencia,Atletico de Bilbao,4,1
11,Zaragoza,CD Malaga,1,1
12,Las Palmas,Atletico de Madrid,2,2
12,Atletico de Bilbao,Oviedo,3,3
12,Castellon,Granada,0,0
12,Celta de Vigo,Zaragoza,1,2
12,Espanol,Betis,2,2
12,Sporting de Gijon,Barcelona,1,1
12,CD Malaga,Deportivo,4,1
12,Real Sociedad,Valencia,2,1
12,Real Madrid,Burgos,2,0
13,Barcelona,Las Palmas,3,1
13,Betis,Atletico de Bilbao,0,0
13,Burgos,Atletico de Madrid,0,1
13,Deportivo,Celta de Vigo,1,0
13,Granada,Sporting de Gijon,1,0
13,Real Madrid,Espanol,1,0
13,Oviedo,Real Sociedad,1,1
13,Valencia,CD Malaga,2,1
13,Zaragoza,Castellon,0,1
14,Las Palmas,Granada,1,0
14,Atletico de Bilbao,Real Madrid,2,1
14,Atletico de Madrid,Barcelona,2,0
14,Castellon,Deportivo,2,0
14,Celta de Vigo,Valencia,1,0
14,Espanol,Burgos,2,0
14,Sporting de Gijon,Zaragoza,3,0
14,CD Malaga,Oviedo,1,1
14,Real Sociedad,Betis,2,1
15,Betis,CD Malaga,0,1
15,Burgos,Barcelona,0,0
15,Deportivo,Sporting de Gijon,2,1
15,Espanol,Atletico de Bilbao,0,0
15,Granada,Atletico de Madrid,0,1
15,Real Madrid,Real Sociedad,6,1
15,Oviedo,Celta de Vigo,0,0
15,Valencia,Castellon,4,2
15,Zaragoza,Las Palmas,1,0
16,Celta de Vigo,Betis,0,0
16,Las Palmas,Deportivo,3,0
16,Real Sociedad,Espanol,4,1
16,Atletico de Madrid,Zaragoza,0,0
16,Barcelona,Granada,3,0
